Variables,ED-ModelC-base_refit,ED-ModelC-final,ED-ModelC-fuel_moisture_balance,ED-ModelC-humid_suppression,ED-ModelC-precip_shape,ED-ModelC-temp_window
Burned Area,0.6481435798112921,0.6715294423401306,0.6571455954860734,0.6492529501670727,0.6462990609667466,0.6592001167134525
