family,case,objective,global_overall_proxy,global_bias_proxy,global_rmse_proxy,global_seasonal_proxy,global_spatial_proxy,regional_mean_proxy,regional_min_proxy
precip_shape,full,0.5749037873393288,0.6043979297514082,0.6959387836933517,0.3837230589220112,0.8464075170064103,0.6206563762713126,0.5224753301655186,0.26087065808381654
precip_shape,ablated,0.5748135390297179,0.6066559537835968,0.6974057413379883,0.3834549720149378,0.8446767043442032,0.6335375916515259,0.519080411671484,0.2541304261782095
temp_window,full,0.5724425887833372,0.6174826195440583,0.7047849881627877,0.38685337179590124,0.846025728743694,0.6755932686032777,0.4927660963197224,0.2662523680086185
temp_window,ablated,0.5696595114538074,0.6069711430425287,0.7009967710018138,0.38670784075984843,0.8461239267769207,0.620293707954928,0.5053787466294708,0.28727765353383206
humid_suppression,full,0.5737622607202959,0.6062287810249036,0.6976536906262126,0.38170004578673594,0.8336114871923986,0.6450537261311258,0.5072555868813856,0.2605634917101183
humid_suppression,ablated,0.5719253638238309,0.601002488314691,0.6942580527736483,0.38156441572341687,0.8336260090730817,0.6207439838209344,0.5118186807635173,0.2695618265726936
fuel_moisture_balance,full,0.578246172627443,0.6202580290656535,0.712203023612352,0.38175939399886577,0.8445709942783055,0.6890523448931799,0.49923219366554206,0.3049389631817563
fuel_moisture_balance,ablated,0.5757997104784587,0.6098970922773485,0.7081750291926181,0.3844064441872404,0.8458388935066321,0.6283807133977423,0.5100437107301883,0.30927540505334145
