Variables,ED-loop13-aridboreal-0,ED-loop13-aridboreal-1,ED-loop13-aridboreal-2,ED-loop13-aridboreal-3,ED-loop13-aridboreal-4,ED-loop13-aridboreal-5
Burned Area,0.6901578573923077,0.6901346467511047,0.6901277170157496,0.6901264876136782,0.6900675940812873,0.690072863377462
