Variables,ED-loop13-aridatt,ED-loop13-borealdiag,ED-loop13-borealprotect,ED-loop13-combined,ED-loop13-wetprodatt
Burned Area,0.6903784762162795,0.6881325039161549,0.6887263287130454,0.690564103672365,0.6888919232409854
