Variables,ED-ModelC-curing_ratio-g700,ED-ModelC-curing_ratio-r500,ED-ModelC-final,ED-ModelC-gpp_asym-r500,ED-ModelC-wet_firebreak-r500
Burned Area,--,--,--,--,--
