Variables,ED-next-curing-warmwet,ED-next-curing-warmwet-nocure,ED-next-curing-warmwet-nowarmgate,ED-next-curing-warmwet-nowet
Burned Area,0.6882920398573938,0.6590389054516981,0.6886026511466413,0.6840073551540382
