Variables,ED-next-curing-scale-0p2,ED-next-curing-scale-0p35,ED-next-curing-scale-0p5,ED-next-curing-scale-0p65,ED-next-curing-scale-0p8,ED-next-curing-scale-1p0,ED-next-curing-scale-1p25
Burned Area,0.6794541814618961,0.6809516064513719,0.6823700241115415,0.6832364450921501,0.6838739141305481,0.6845336080104051,0.6849939821170494
