Variables,ED-next-curing-hotwet-0,ED-next-curing-hotwet-1,ED-next-curing-hotwet-2,ED-next-curing-hotwet-3
Burned Area,0.6880333855495733,0.687625870082005,0.6877423989058289,0.6870544737442786
