Variables,CLASSIC,CLM-FATES,CLM6.0,ED-ModelC-lag-fuel-v1-current,ED-ModelC-opt-wet-v1-current,EDv3,ELM,ELM-FATES,JSBACH,JULES-ES,LPJ-EOSIM,LPJ-GUESS,LPJmL,VISIT-UT
Burned Area,0.666048263806398,0.6568313682780126,0.6606438283223612,0.6715998540093704,0.6714361244539805,0.47741041031566833,0.5563812456043448,0.6567878470893413,--,0.5905187625967494,0.4635424358227144,0.4792334733137735,0.5485466215586172,0.5544545812654216
