Variables,ED-ModelC-base_refit,ED-ModelC-final,ED-ModelC-fuel_moisture_balance,ED-ModelC-humid_suppression,ED-ModelC-precip_shape,ED-ModelC-temp_window
Burned Area,--,--,--,--,--,--
