Variables,ED-C2-ablate-rain_no_power,ED-C2-ablate-rate_power_only,ED-C2-rain_ignition_shift,ED-ModelC-final
Burned Area,0.6602251029281294,0.661221374880209,0.6752674536851914,0.6715294423401306
