Variables,ED-H1-annual-humid-supp,ED-H1m-mild-humid,ED-H2-wetmonth,ED-H3-seasonal-contrast,ED-H4-dry-gated-wetmonth,ED-ModelC-final
Burned Area,0.63844218751153,0.6537695119384219,0.6533973076243612,0.6654439792480773,0.6369098720042319,0.6715294423401306
